date,kg_CO2/kWh,Outdoor Drybulb Temperature [C],Relative Humidity [%],Diffuse Solar Radiation [W/m2],Direct Solar Radiation [W/m2],Solar Generation [W/kW]
2023-05-24 03:00:00,0.091612655,15.0,87,0,0,0.0
2023-05-24 04:00:00,0.094093665,14.4,87,0,0,0.0
2023-05-24 05:00:00,0.099592832,14.4,87,0,0,0.0
2023-05-24 06:00:00,0.111270459,15.6,86,69,226,21.78333333
2023-05-24 07:00:00,0.123125491,17.2,81,248,452,45.11666667
2023-05-24 08:00:00,0.129482479,18.3,76,467,655,179.0583333
2023-05-24 09:00:00,0.134823079,19.4,70,648,616,324.5958333
2023-05-24 10:00:00,0.140124865,20.0,68,535,172,486.35
2023-05-24 11:00:00,0.141525023,20.0,68,753,388,599.1458333
2023-05-24 12:00:00,0.140715955,20.0,68,796,360,653.8208333
2023-05-24 13:00:00,0.150528301,18.9,73,278,24,730.2541667
2023-05-24 14:00:00,0.147377381,18.3,76,852,497,700.5375
2023-05-24 15:00:00,0.150061586,20.0,68,443,86,695.9416667
2023-05-24 16:00:00,0.147256937,18.9,73,605,523,592.5416667
2023-05-24 17:00:00,0.14344847,18.3,76,411,527,501.275
2023-05-24 18:00:00,0.135143797,17.8,78,208,268,319.7083333
2023-05-24 19:00:00,0.130851768,16.7,84,24,118,31.45833333
2023-05-24 20:00:00,0.134402779,16.7,84,0,0,0.0
2023-05-24 21:00:00,0.130457049,16.7,84,0,0,0.0
2023-05-24 22:00:00,0.115413368,16.7,84,0,0,0.0
2023-05-24 23:00:00,0.109691192,16.1,87,0,0,0.0
2023-05-25 00:00:00,0.092597253,17.2,81,0,0,0.0
2023-05-25 01:00:00,0.088280599,16.1,87,0,0,0.0
2023-05-25 02:00:00,0.085589099,16.7,86,0,0,0.0
2023-05-25 03:00:00,0.08528338,16.7,84,0,0,0.0
2023-05-25 04:00:00,0.0905997,16.7,84,0,0,0.0
2023-05-25 05:00:00,0.094083713,16.7,84,0,0,0.0
2023-05-25 06:00:00,0.102453605,16.7,84,22,0,7.8
2023-05-25 07:00:00,0.119475106,17.2,81,76,0,72.375
2023-05-25 08:00:00,0.125820729,17.8,78,167,6,167.2458333
2023-05-25 09:00:00,0.130360774,18.9,73,340,70,294.2083333
2023-05-25 10:00:00,0.136645974,19.4,70,764,492,495.4166667
2023-05-25 11:00:00,0.142685138,20.6,65,868,555,553.4083333
2023-05-25 12:00:00,0.141207475,20.6,65,999,786,724.6666667
2023-05-25 13:00:00,0.136638901,20.6,65,989,808,786.0833333
2023-05-25 14:00:00,0.141501048,20.6,65,904,740,774.8083333
2023-05-25 15:00:00,0.139828413,20.6,65,772,710,727.475
2023-05-25 16:00:00,0.141892417,19.4,68,604,635,639.2916667
2023-05-25 17:00:00,0.141680211,18.9,70,419,553,502.3958333
2023-05-25 18:00:00,0.137687223,17.8,75,207,275,300.1583333
2023-05-25 19:00:00,0.132254044,17.2,81,24,123,33.0
2023-05-25 20:00:00,0.13276583,17.2,81,0,0,0.0
2023-05-25 21:00:00,0.126629977,17.2,81,0,0,0.0
2023-05-25 22:00:00,0.112366759,17.2,84,0,0,0.0
2023-05-25 23:00:00,0.102198106,17.2,84,0,0,0.0
2023-05-26 00:00:00,0.095442924,16.7,84,0,0,0.0
2023-05-26 01:00:00,0.092592159,17.2,81,0,0,0.0
2023-05-26 02:00:00,0.092541302,17.2,81,0,0,0.0
2023-05-26 03:00:00,0.092751874,17.8,78,0,0,0.0
2023-05-26 04:00:00,0.093492415,17.2,81,0,0,0.0
2023-05-26 05:00:00,0.100578537,17.8,78,0,0,0.0
2023-05-26 06:00:00,0.113172498,17.8,75,22,0,8.3625
2023-05-26 07:00:00,0.123301347,18.3,73,72,0,62.2
2023-05-26 08:00:00,0.131443606,18.9,70,167,6,186.8083333
2023-05-26 09:00:00,0.131331495,19.4,70,356,88,344.7166667
2023-05-26 10:00:00,0.134115795,20.6,68,803,599,496.25
2023-05-26 11:00:00,0.133074795,21.7,63,938,734,360.5791667
2023-05-26 12:00:00,0.133971598,21.7,63,909,522,616.5125
2023-05-26 13:00:00,0.135683392,21.1,63,884,542,523.7208333
2023-05-26 14:00:00,0.13569311,21.1,63,910,722,769.0791667
2023-05-26 15:00:00,0.136270122,20.6,65,771,710,687.4
2023-05-26 16:00:00,0.13514471,20.0,68,611,654,637.7041667
2023-05-26 17:00:00,0.137335914,19.4,70,418,526,492.8041667
2023-05-26 18:00:00,0.131557848,17.8,78,205,266,292.525
2023-05-26 19:00:00,0.128255159,17.2,81,25,121,33.49166667
2023-05-26 20:00:00,0.13026299,17.2,81,0,0,0.0
2023-05-26 21:00:00,0.128301462,17.2,81,0,0,0.0
2023-05-26 22:00:00,0.122185653,17.2,81,0,0,0.0
2023-05-26 23:00:00,0.116905794,16.7,84,0,0,0.0
2023-05-27 00:00:00,0.098245961,16.1,87,0,0,0.0
2023-05-27 01:00:00,0.093827404,16.7,80,0,0,0.0
2023-05-27 02:00:00,0.083989775,16.7,84,0,0,0.0
2023-05-27 03:00:00,0.081844307,16.7,80,0,0,0.0
2023-05-27 04:00:00,0.086627324,16.7,84,0,0,0.0
2023-05-27 05:00:00,0.095985565,17.2,81,0,0,0.0
2023-05-27 06:00:00,0.10249136,17.2,81,15,0,24.95
2023-05-27 07:00:00,0.106097056,17.2,81,76,0,54.025
2023-05-27 08:00:00,0.11454693,17.8,78,133,0,215.2375
2023-05-27 09:00:00,0.117013904,18.3,76,287,18,347.75
2023-05-27 10:00:00,0.121407869,19.4,70,424,42,480.1541667
2023-05-27 11:00:00,0.121867012,20.0,68,724,292,627.2041667
2023-05-27 12:00:00,0.122341603,20.0,68,927,546,708.1125
2023-05-27 13:00:00,0.121196729,20.6,63,865,512,750.4125
2023-05-27 14:00:00,0.118900101,20.6,65,890,673,746.575
2023-05-27 15:00:00,0.118647433,20.0,68,764,685,710.4625
2023-05-27 16:00:00,0.118723706,19.4,70,603,592,630.8041667
2023-05-27 17:00:00,0.119540332,18.3,76,392,455,502.6708333
2023-05-27 18:00:00,0.12522676,17.2,81,191,205,312.4666667
2023-05-27 19:00:00,0.121653712,16.7,84,24,95,39.16666667
2023-05-27 20:00:00,0.121831949,16.7,84,0,0,0.0
2023-05-27 21:00:00,0.117682567,16.1,87,0,0,0.0
2023-05-27 22:00:00,0.110299004,16.1,87,0,0,0.0
2023-05-27 23:00:00,0.100748122,15.6,90,0,0,0.0
2023-05-28 00:00:00,0.08930721,15.6,83,0,0,0.0
2023-05-28 01:00:00,0.087126478,16.1,87,0,0,0.0
2023-05-28 02:00:00,0.089036048,16.7,84,0,0,0.0
2023-05-28 03:00:00,0.089622764,16.7,84,0,0,0.0
2023-05-28 04:00:00,0.08856914,16.7,84,0,0,0.0
2023-05-28 05:00:00,0.092384217,16.7,84,0,0,0.0
2023-05-28 06:00:00,0.105186501,16.7,84,23,0,15.36666667
2023-05-28 07:00:00,0.102856333,17.2,81,72,0,47.1
2023-05-28 08:00:00,0.100024843,17.8,80,138,0,178.9708333
2023-05-28 09:00:00,0.104565857,17.2,81,191,0,348.15
2023-05-28 10:00:00,0.108144532,17.8,78,301,12,495.7458333
2023-05-28 11:00:00,0.110534846,18.9,75,463,42,608.4
2023-05-28 12:00:00,0.116426358,20.6,68,538,66,682.95
2023-05-28 13:00:00,0.118270792,20.6,65,556,102,731.1375
2023-05-28 14:00:00,0.11610782,20.0,68,416,24,734.1125
2023-05-28 15:00:00,0.113646383,19.4,66,375,24,692.5541667
2023-05-28 16:00:00,0.114619783,18.9,68,258,6,609.2791667
2023-05-28 17:00:00,0.112044761,18.3,76,204,6,486.0125
2023-05-28 18:00:00,0.108805942,17.2,75,142,38,300.0208333
2023-05-28 19:00:00,0.106843126,16.7,78,19,18,39.5125
2023-05-28 20:00:00,0.109406534,16.7,78,0,0,0.0
2023-05-28 21:00:00,0.113647754,16.7,80,0,0,0.0
2023-05-28 22:00:00,0.106835485,16.7,80,0,0,0.0
2023-05-28 23:00:00,0.102951486,16.1,83,0,0,0.0
2023-05-29 00:00:00,0.092912019,15.6,78,0,0,0.0
2023-05-29 01:00:00,0.081383476,15.6,83,0,0,0.0
2023-05-29 02:00:00,0.077084644,15.6,86,0,0,0.0
2023-05-29 03:00:00,0.076212447,15.6,86,0,0,0.0
2023-05-29 04:00:00,0.076153381,16.1,83,0,0,0.0
2023-05-29 05:00:00,0.079887403,16.1,83,0,0,0.0
2023-05-29 06:00:00,0.089100347,16.1,81,13,0,28.34791667
2023-05-29 07:00:00,0.095523661,16.7,72,55,0,48.75416667
2023-05-29 08:00:00,0.096862607,16.7,72,108,0,181.2666667
2023-05-29 09:00:00,0.100296773,16.7,78,303,23,347.8166667
2023-05-29 10:00:00,0.106359316,17.2,72,368,24,457.0291667
2023-05-29 11:00:00,0.111028464,17.2,75,417,36,576.325
2023-05-29 12:00:00,0.113206869,18.3,68,443,24,652.9625
2023-05-29 13:00:00,0.109834476,18.9,68,513,72,724.3
2023-05-29 14:00:00,0.10923171,20.0,65,762,394,730.0583333
2023-05-29 15:00:00,0.110200597,20.0,65,784,685,698.45
2023-05-29 16:00:00,0.11503265,18.9,70,609,635,478.2208333
2023-05-29 17:00:00,0.117756556,17.8,73,432,558,359.0416667
2023-05-29 18:00:00,0.118496536,16.7,75,224,324,223.8875
2023-05-29 19:00:00,0.116831266,16.1,78,30,154,38.33333333
2023-05-29 20:00:00,0.118221402,15.6,80,0,0,0.0
2023-05-29 21:00:00,0.111856828,15.6,80,0,0,0.0
2023-05-29 22:00:00,0.099572103,16.1,78,0,0,0.0
2023-05-29 23:00:00,0.095179404,15.6,78,0,0,0.0
2023-05-30 00:00:00,0.07724357,15.6,75,0,0,0.0
2023-05-30 01:00:00,0.078588759,15.6,75,0,0,0.0
2023-05-30 02:00:00,0.074370442,15.6,75,0,0,0.0
2023-05-30 03:00:00,0.072805703,15.6,75,0,0,0.0
2023-05-30 04:00:00,0.073626378,15.6,75,0,0,0.0
2023-05-30 05:00:00,0.081573541,15.6,75,0,0,0.0
2023-05-30 06:00:00,0.101054153,15.6,78,49,35,21.37083333
2023-05-30 07:00:00,0.110112358,16.1,75,131,22,81.10416667
2023-05-30 08:00:00,0.118978699,16.7,72,281,86,192.0666667
2023-05-30 09:00:00,0.122842481,17.2,70,553,352,291.3041667
2023-05-30 10:00:00,0.124651298,18.3,65,798,611,464.8291667
2023-05-30 11:00:00,0.128138674,18.9,61,926,728,595.1291667
2023-05-30 12:00:00,0.131683774,19.4,59,1005,822,671.95
2023-05-30 13:00:00,0.134776665,19.4,57,1001,832,742.25
2023-05-30 14:00:00,0.13912333,18.9,61,928,812,737.1041667
2023-05-30 15:00:00,0.138936857,18.9,59,797,759,677.9333333
2023-05-30 16:00:00,0.13483144,18.3,63,623,678,623.8583333
2023-05-30 17:00:00,0.134645244,17.8,63,431,583,483.1791667
2023-05-30 18:00:00,0.129014699,16.7,65,222,315,217.4166667
2023-05-30 19:00:00,0.127316179,15.6,69,31,152,12.44583333
2023-05-30 20:00:00,0.129065611,15.6,72,0,0,0.0
2023-05-30 21:00:00,0.126138664,15.6,72,0,0,0.0
2023-05-30 22:00:00,0.114208397,15.6,75,0,0,0.0
2023-05-30 23:00:00,0.105577206,15.6,75,0,0,0.0
2023-05-31 00:00:00,0.087634935,15.9,80,0,0,0.0
2023-05-31 01:00:00,0.077649883,15.6,75,0,0,0.0
2023-05-31 02:00:00,0.07528108,15.6,78,0,0,0.0
2023-05-31 03:00:00,0.076655795,15.6,75,0,0,0.0
2023-05-31 04:00:00,0.077254132,15.0,77,0,0,0.0
2023-05-31 05:00:00,0.082261182,15.6,75,0,0,0.0
2023-05-31 06:00:00,0.108106513,16.1,70,31,0,9.016666667
2023-05-31 07:00:00,0.11657547,16.7,67,233,290,61.14583333
2023-05-31 08:00:00,0.121338712,17.2,65,473,593,99.85416667
2023-05-31 09:00:00,0.128464541,18.3,61,664,716,234.2041667
2023-05-31 10:00:00,0.139280664,18.6,57,842,783,326.9875
2023-05-31 11:00:00,0.139070092,20.7,48,961,835,356.8166667
2023-05-31 12:00:00,0.140161534,17.8,60,1017,846,495.6041667
2023-05-31 13:00:00,0.14283663,17.8,63,1007,844,511.9625
2023-05-31 14:00:00,0.143659804,17.8,65,928,782,421.4291667
2023-05-31 15:00:00,0.145946867,17.2,70,797,752,292.8166667
2023-05-31 16:00:00,0.145020428,16.7,75,652,691,256.2458333
2023-05-31 17:00:00,0.146950727,19.8,83,455,570,240.5291667
2023-05-31 18:00:00,0.148279997,19.4,70,256,329,67.60416667
2023-05-31 19:00:00,0.15107706,16.1,75,37,161,26.49583333
2023-05-31 20:00:00,0.153078967,16.1,75,0,0,0.0
2023-05-31 21:00:00,0.142163773,16.1,75,0,0,0.0
2023-05-31 22:00:00,0.120009856,16.0,80,0,0,0.0
2023-05-31 23:00:00,0.107176641,16.0,78,0,0,0.0
2023-06-01 00:00:00,0.097601279,16.1,83,0,0,0.0
2023-06-01 01:00:00,0.088517023,15.8,86,0,0,0.0
2023-06-01 02:00:00,0.086478945,15.7,86,0,0,0.0
2023-06-01 03:00:00,0.086648198,15.7,83,0,0,0.0
2023-06-01 04:00:00,0.092052453,15.6,83,0,0,0.0
2023-06-01 05:00:00,0.097155951,15.6,83,0,0,0.0
2023-06-01 06:00:00,0.111869778,15.6,83,13,0,9.270833333
2023-06-01 07:00:00,0.127776484,16.1,81,81,0,76.77916667
2023-06-01 08:00:00,0.128691766,17.8,73,242,40,299.2375
2023-06-01 09:00:00,0.135921262,17.8,75,340,41,319.7125
2023-06-01 10:00:00,0.136855772,18.3,73,675,356,475.7333333
2023-06-01 11:00:00,0.138534234,19.4,68,874,531,605.9458333
2023-06-01 12:00:00,0.139036565,20.0,63,1011,810,686.1041667
2023-06-01 13:00:00,0.142438076,20.0,61,1000,832,732.9833333
2023-06-01 14:00:00,0.141353957,19.4,63,934,806,735.7125
2023-06-01 15:00:00,0.143163964,18.9,70,816,765,695.9791667
2023-06-01 16:00:00,0.144186872,18.3,73,651,691,597.2416667
2023-06-01 17:00:00,0.144128027,16.7,80,462,531,448.2083333
2023-06-01 18:00:00,0.14439959,16.1,83,219,246,248.9875
2023-06-01 19:00:00,0.143825236,16.1,83,32,122,33.84583333
2023-06-01 20:00:00,0.143507744,15.6,83,0,0,0.0
2023-06-01 21:00:00,0.143506318,15.6,83,0,0,0.0
2023-06-01 22:00:00,0.125121363,16.1,81,0,0,0.0
2023-06-01 23:00:00,0.105495224,16.1,83,0,0,0.0
2023-06-02 00:00:00,0.096061381,15.0,83,0,0,0.0
2023-06-02 01:00:00,0.082675254,15.6,83,0,0,0.0
2023-06-02 02:00:00,0.082331419,15.6,86,0,0,0.0
2023-06-02 03:00:00,0.083351205,15.6,80,0,0,0.0
2023-06-02 04:00:00,0.085141633,16.1,78,0,0,0.0
2023-06-02 05:00:00,0.093192108,16.1,78,0,0,0.0
2023-06-02 06:00:00,0.106970616,16.7,72,13,0,18.46666667
2023-06-02 07:00:00,0.118063984,16.1,78,77,0,52.02916667
2023-06-02 08:00:00,0.121991484,16.7,75,104,0,175.7791667
2023-06-02 09:00:00,0.130817896,17.2,72,346,70,336.7041667
2023-06-02 10:00:00,0.134429896,18.3,68,597,261,477.0833333
2023-06-02 11:00:00,0.132090149,19.4,63,874,537,593.4583333
2023-06-02 12:00:00,0.129847562,19.4,63,1010,810,676.1541667
2023-06-02 13:00:00,0.128889756,19.4,63,1006,832,714.9541667
2023-06-02 14:00:00,0.131523754,18.9,65,940,806,709.7166667
2023-06-02 15:00:00,0.133533897,17.8,75,816,765,673.7166667
2023-06-02 16:00:00,0.133739708,18.3,70,651,634,600.0166667
2023-06-02 17:00:00,0.138986995,17.8,73,388,356,469.5875
2023-06-02 18:00:00,0.138243956,16.1,72,229,298,283.4166667
2023-06-02 19:00:00,0.132963183,15.6,75,35,149,38.99166667
2023-06-02 20:00:00,0.127556347,15.0,81,0,0,0.0
2023-06-02 21:00:00,0.120997687,14.4,87,0,0,0.0
2023-06-02 22:00:00,0.112263148,14.4,87,0,0,0.0
2023-06-02 23:00:00,0.105089783,14.4,87,0,0,0.0
2023-06-03 00:00:00,0.091016893,15.6,83,0,0,0.0
2023-06-03 01:00:00,0.094351926,15.0,83,0,0,0.0
2023-06-03 02:00:00,0.092039095,15.0,83,0,0,0.0
2023-06-03 03:00:00,0.088252312,15.0,81,0,0,0.0
2023-06-03 04:00:00,0.090555577,15.0,81,0,0,0.0
2023-06-03 05:00:00,0.096609995,15.6,75,0,0,0.0
2023-06-03 06:00:00,0.087657429,16.1,72,16,0,12.42083333
2023-06-03 07:00:00,0.087193524,16.1,75,123,11,43.99166667
2023-06-03 08:00:00,0.092494493,17.2,70,267,69,174.3875
2023-06-03 09:00:00,0.09769109,17.2,72,521,270,332.55
2023-06-03 10:00:00,0.098079788,17.2,72,798,599,482.9791667
2023-06-03 11:00:00,0.098311906,19.4,63,932,740,593.8
2023-06-03 12:00:00,0.100315086,19.4,61,939,612,676.2833333
2023-06-03 13:00:00,0.101532039,20.0,59,926,615,725.65
2023-06-03 14:00:00,0.101339233,19.4,61,857,570,729.5958333
2023-06-03 15:00:00,0.101452347,18.9,63,816,703,690.4208333
2023-06-03 16:00:00,0.103306166,18.9,70,614,622,609.8541667
2023-06-03 17:00:00,0.120356003,18.3,70,428,530,481.6833333
2023-06-03 18:00:00,0.123672202,17.2,75,239,327,303.2916667
2023-06-03 19:00:00,0.115830125,16.7,78,37,165,47.38333333
2023-06-03 20:00:00,0.114459224,16.1,81,0,0,0.0
2023-06-03 21:00:00,0.116224949,15.6,83,0,0,0.0
2023-06-03 22:00:00,0.104541889,15.6,83,0,0,0.0
2023-06-03 23:00:00,0.097448866,15.6,83,0,0,0.0
2023-06-04 00:00:00,0.091087892,16.1,90,0,0,0.0
2023-06-04 01:00:00,0.082848611,15.0,87,0,0,0.0
2023-06-04 02:00:00,0.078297298,15.0,87,0,0,0.0
2023-06-04 03:00:00,0.079272075,15.0,90,0,0,0.0
2023-06-04 04:00:00,0.080252029,15.0,90,0,0,0.0
2023-06-04 05:00:00,0.081081252,15.0,90,0,0,0.0
2023-06-04 06:00:00,0.081393228,15.6,86,29,0,15.0125
2023-06-04 07:00:00,0.088196769,16.7,80,234,274,46.1125
2023-06-04 08:00:00,0.092220944,17.8,75,444,489,171.7
2023-06-04 09:00:00,0.097053302,18.3,76,633,581,331.1666667
2023-06-04 10:00:00,0.100275158,18.3,76,803,688,474.7458333
2023-06-04 11:00:00,0.107062122,19.4,70,909,680,589.025
2023-06-04 12:00:00,0.107756159,19.4,70,1004,798,668.775
2023-06-04 13:00:00,0.110130949,20.0,68,1006,832,681.6833333
2023-06-04 14:00:00,0.113983871,20.0,68,934,758,669.1041667
2023-06-04 15:00:00,0.119453331,18.9,73,742,520,695.875
2023-06-04 16:00:00,0.122207593,18.3,78,471,236,605.6291667
2023-06-04 17:00:00,0.128951535,17.8,80,403,381,464.1666667
2023-06-04 18:00:00,0.131998705,16.7,86,261,267,279.1583333
2023-06-04 19:00:00,0.132176125,16.1,90,42,136,41.24166667
2023-06-04 20:00:00,0.135522252,16.1,90,0,0,0.0
2023-06-04 21:00:00,0.135074072,16.1,90,0,0,0.0
2023-06-04 22:00:00,0.120532038,16.1,90,0,0,0.0
2023-06-04 23:00:00,0.115835448,15.6,93,0,0,0.0
2023-06-05 00:00:00,0.103858809,17.2,90,0,0,0.0
2023-06-05 01:00:00,0.103662958,16.1,90,0,0,0.0
2023-06-05 02:00:00,0.095553782,15.0,96,0,0,0.0
2023-06-05 03:00:00,0.093107745,15.0,96,0,0,0.0
2023-06-05 04:00:00,0.098833202,15.0,96,0,0,0.0
2023-06-05 05:00:00,0.107773559,15.6,93,0,0,0.0
2023-06-05 06:00:00,0.126438853,15.6,93,40,9,13.72916667
2023-06-05 07:00:00,0.133480769,16.1,90,187,137,44.75416667
2023-06-05 08:00:00,0.138442887,18.3,78,494,535,172.7333333
2023-06-05 09:00:00,0.14965881,20.6,73,537,311,336.7125
2023-06-05 10:00:00,0.151690935,20.6,73,435,77,482.4041667
2023-06-05 11:00:00,0.155626144,19.4,79,700,286,599.8041667
2023-06-05 12:00:00,0.158853212,20.6,73,819,438,678.5791667
2023-06-05 13:00:00,0.158358992,20.0,76,747,301,715.9166667
2023-06-05 14:00:00,0.158138024,20.0,76,620,188,723.2416667
2023-06-05 15:00:00,0.158102421,19.4,79,595,238,692.1208333
2023-06-05 16:00:00,0.154253422,18.9,81,585,504,617.9125
2023-06-05 17:00:00,0.152739963,18.3,87,362,310,493.9708333
2023-06-05 18:00:00,0.153998858,18.0,88,203,185,320.4958333
2023-06-05 19:00:00,0.15128539,17.2,90,0,0,0.0
2023-06-05 20:00:00,0.149230647,17.2,90,0,0,0.0
2023-06-05 21:00:00,0.139545984,17.2,90,0,0,0.0
2023-06-05 22:00:00,0.123133049,17.2,90,0,0,0.0
2023-06-05 23:00:00,0.114471412,17.8,90,0,0,0.0
2023-06-06 00:00:00,0.101077969,17.2,90,0,0,0.0
2023-06-06 01:00:00,0.08449158,17.2,90,0,0,0.0
2023-06-06 02:00:00,0.082976163,16.7,93,0,0,0.0
2023-06-06 03:00:00,0.083620664,16.7,93,0,0,0.0
2023-06-06 04:00:00,0.084307662,16.7,93,0,0,0.0
2023-06-06 05:00:00,0.091552364,17.2,90,0,0,0.0
2023-06-06 06:00:00,0.103240193,17.2,90,29,0,29.84583333
2023-06-06 07:00:00,0.115027487,18.3,84,226,230,72.88333333
2023-06-06 08:00:00,0.130452065,20.0,78,449,483,170.9125
2023-06-06 09:00:00,0.137277304,20.0,78,489,247,341.3083333
2023-06-06 10:00:00,0.140114663,20.0,76,446,77,477.4541667
2023-06-06 11:00:00,0.146380387,20.0,78,538,84,591.3625
2023-06-06 12:00:00,0.14430445,20.6,73,544,90,667.8625
2023-06-06 13:00:00,0.142251894,20.0,76,537,90,723.5708333
2023-06-06 14:00:00,0.135580016,19.4,81,511,79,722.15
2023-06-06 15:00:00,0.133195018,19.4,81,434,67,688.3083333
2023-06-06 16:00:00,0.135345925,18.9,81,378,93,617.6833333
2023-06-06 17:00:00,0.137560467,18.3,87,282,84,457.8625
2023-06-06 18:00:00,0.138120868,17.8,87,179,81,282.3291667
2023-06-06 19:00:00,0.135957959,17.2,90,0,0,0.0
2023-06-06 20:00:00,0.139709714,17.2,90,0,0,0.0
2023-06-06 21:00:00,0.127765161,17.2,90,0,0,0.0
2023-06-06 22:00:00,0.117561099,17.8,87,0,0,0.0
2023-06-06 23:00:00,0.111746815,17.8,87,0,0,0.0
2023-06-07 00:00:00,0.103050017,17.8,84,0,0,0.0
2023-06-07 01:00:00,0.093276617,16.7,90,0,0,0.0
2023-06-07 02:00:00,0.093155052,16.7,93,0,0,0.0
2023-06-07 03:00:00,0.09278819,16.7,90,0,0,0.0
2023-06-07 04:00:00,0.093419811,17.2,87,0,0,0.0
2023-06-07 05:00:00,0.098875616,17.2,87,0,0,0.0
2023-06-07 06:00:00,0.111057858,17.2,87,13,0,17.1125
2023-06-07 07:00:00,0.12678302,17.2,87,64,0,78.2375
2023-06-07 08:00:00,0.131245644,17.2,87,123,0,157.5041667
2023-06-07 09:00:00,0.130978303,17.2,87,149,0,319.4166667
2023-06-07 10:00:00,0.128850734,17.2,87,173,6,469.125
2023-06-07 11:00:00,0.128632935,17.8,84,399,36,592.4833333
2023-06-07 12:00:00,0.128602897,18.9,78,317,30,678.6791667
2023-06-07 13:00:00,0.132165521,21.7,66,888,494,721.4208333
2023-06-07 14:00:00,0.136893991,21.1,68,907,691,718.1125
2023-06-07 15:00:00,0.137130753,20.6,70,768,648,687.1625
2023-06-07 16:00:00,0.138920177,20.0,73,656,634,590.1791667
2023-06-07 17:00:00,0.138689339,18.9,78,450,574,494.7083333
2023-06-07 18:00:00,0.143689621,18.3,81,256,346,309.7583333
2023-06-07 19:00:00,0.137321033,18.0,83,0,0,0.0
2023-06-07 20:00:00,0.134988996,17.8,87,0,0,0.0
2023-06-07 21:00:00,0.132442704,17.8,87,0,0,0.0
2023-06-07 22:00:00,0.109399468,17.8,84,0,0,0.0
2023-06-07 23:00:00,0.101632542,17.8,84,0,0,0.0
2023-06-08 00:00:00,0.094832455,16.1,70,0,0,0.0
2023-06-08 01:00:00,0.081054923,17.8,84,0,0,0.0
2023-06-08 02:00:00,0.077696525,17.8,78,0,0,0.0
2023-06-08 03:00:00,0.07669517,17.8,75,0,0,0.0
2023-06-08 04:00:00,0.082869395,17.2,78,0,0,0.0
2023-06-08 05:00:00,0.092981481,17.2,78,0,0,0.0
2023-06-08 06:00:00,0.119642974,16.7,80,13,0,24.69583333
2023-06-08 07:00:00,0.136214932,16.7,80,47,0,85.77083333
2023-06-08 08:00:00,0.145787345,17.2,78,94,0,133.5833333
2023-06-08 09:00:00,0.150459171,17.8,75,303,23,140.9125
2023-06-08 10:00:00,0.152960959,19.4,68,346,18,394.3104167
2023-06-08 11:00:00,0.154225322,18.9,70,376,18,598.3041667
2023-06-08 12:00:00,0.15522078,19.4,68,466,78,678.5233337
2023-06-08 13:00:00,0.156155275,20.6,65,802,380,720.2875
2023-06-08 14:00:00,0.156819149,20.6,65,939,721,716.7333333
2023-06-08 15:00:00,0.158659735,20.6,63,821,770,688.5458333
2023-06-08 16:00:00,0.161315106,20.0,68,648,559,611.2291667
2023-06-08 17:00:00,0.157816379,18.3,78,249,58,396.6791667
2023-06-08 18:00:00,0.155426632,17.8,84,166,73,289.1116664
2023-06-08 19:00:00,0.153472413,17.2,84,0,0,0.0
2023-06-08 20:00:00,0.1525465,17.2,84,0,0,0.0
2023-06-08 21:00:00,0.15569897,17.2,72,0,0,0.0
2023-06-08 22:00:00,0.130615476,16.7,75,0,0,0.0
2023-06-08 23:00:00,0.119465084,16.1,72,0,0,0.0
2023-06-09 00:00:00,0.117502088,16.7,80,0,0,0.0
2023-06-09 01:00:00,0.106433104,16.1,70,0,0,0.0
2023-06-09 02:00:00,0.107361418,16.1,72,0,0,0.0
2023-06-09 03:00:00,0.101523871,16.1,67,0,0,0.0
2023-06-09 04:00:00,0.100561428,16.1,72,0,0,0.0
2023-06-09 05:00:00,0.104063422,15.6,78,0,0,0.0
2023-06-09 06:00:00,0.117954822,16.1,75,32,0,27.28333333
2023-06-09 07:00:00,0.126967292,16.1,75,73,0,89.9375
2023-06-09 08:00:00,0.143287744,17.2,70,168,12,166.8041667
2023-06-09 09:00:00,0.147136383,17.2,70,510,252,317.2916667
2023-06-09 10:00:00,0.150549757,19.4,61,848,723,462.8010417
2023-06-09 11:00:00,0.153622923,20.6,57,955,823,577.3916667
2023-06-09 12:00:00,0.154666871,21.1,57,1010,833,659.3625
2023-06-09 13:00:00,0.15301208,20.6,59,1005,765,717.0625
2023-06-09 14:00:00,0.155216378,19.4,68,690,255,725.2708333
2023-06-09 15:00:00,0.156326438,19.4,68,808,672,675.9333333
2023-06-09 16:00:00,0.158286277,18.3,73,634,671,596.3166667
2023-06-09 17:00:00,0.154684603,18.3,73,425,497,462.0708333
2023-06-09 18:00:00,0.155171514,17.8,75,243,344,281.2208333
2023-06-09 19:00:00,0.15071105,17.2,78,0,0,0.0
2023-06-09 20:00:00,0.14780099,17.2,78,0,0,0.0
2023-06-09 21:00:00,0.147442137,16.7,80,0,0,0.0
2023-06-09 22:00:00,0.135838678,16.7,80,0,0,0.0
2023-06-09 23:00:00,0.124696494,16.7,84,0,0,0.0
2023-06-10 00:00:00,0.117496634,16.7,72,0,0,0.0
2023-06-10 01:00:00,0.108150311,16.7,80,0,0,0.0
2023-06-10 02:00:00,0.105532924,16.7,80,0,0,0.0
2023-06-10 03:00:00,0.106270011,16.7,78,0,0,0.0
2023-06-10 04:00:00,0.106394981,16.7,75,0,0,0.0
